15.0,139.0,110.0
15.0,139.0,193.0
15.0,149.0,93.0
15.0,149.0,124.0
15.0,153.0
15.0,153.0,168.0
15.0,153.0,185.0
15.0,169.0,110.0
15.0,169.0,207.0
15.0,174.0,207.0
15.0,177.0,110.0
15.0,177.0,128.0
15.0,187.0,208.0
15.0,195.0,93.0
15.0,195.0,191.0
15.0,217.0,104.0
15.0,217.0,110.0
15.0,217.0,130.0
15.0,217.0,148.0
15.0,217.0,198.0
18.0,36.0,179.0
18.0,208.0,129.0
18.0,208.0,179.0
20.0,34.0,74.0
20.0,34.0,85.0
20.0,36.0,74.0
20.0,39.0,74.0
20.0,74.0
20.0,89.0,74.0
20.0,93.0,74.0
20.0,93.0,128.0
20.0,132.0,154.0
20.0,133.0,74.0
20.0,151.0,128.0
20.0,214.0,74.0
20.0,214.0,85.0
21.0,117.0,93.0
21.0,117.0,128.0
21.0,117.0,208.0
21.0,117.0,218.0
21.0,125.0,218.0
21.0,168.0
21.0,168.0,57.0
21.0,168.0,59.0
21.0,168.0,100.0
21.0,168.0,134.0
21.0,168.0,164.0
21.0,168.0,178.0
21.0,168.0,218.0
21.0,220.0,38.0
21.0,220.0,100.0
21.0,220.0,128.0
21.0,220.0,153.0
21.0,220.0,191.0
22.0,52.0,122.0
22.0,74.0,117.0
22.0,76.0,117.0
22.0,132.0,106.0
22.0,132.0,125.0
22.0,132.0,167.0
22.0,132.0,191.0
22.0,132.0,218.0
22.0,154.0,117.0
22.0,154.0,209.0
22.0,167.0
22.0,167.0,24.0
22.0,167.0,27.0
22.0,167.0,33.0
22.0,167.0,37.0
22.0,167.0,50.0
22.0,167.0,51.0
22.0,167.0,60.0
22.0,167.0,61.0
22.0,167.0,77.0
22.0,167.0,90.0
22.0,167.0,91.0
22.0,167.0,96.0
22.0,167.0,104.0
22.0,167.0,115.0
22.0,167.0,117.0
22.0,167.0,128.0
22.0,167.0,129.0
22.0,167.0,130.0
22.0,167.0,159.0
22.0,167.0,160.0
22.0,167.0,174.0
22.0,167.0,177.0
22.0,167.0,194.0
22.0,167.0,195.0
22.0,188.0,117.0
22.0,188.0,232.0
22.0,205.0
22.0,205.0,34.0
22.0,205.0,191.0
22.0,217.0
22.0,217.0,24.0
22.0,217.0,33.0
22.0,217.0,37.0
22.0,217.0,43.0
22.0,217.0,51.0
22.0,217.0,61.0
22.0,217.0,65.0
22.0,217.0,66.0
22.0,217.0,72.0
22.0,217.0,77.0
22.0,217.0,80.0
22.0,217.0,91.0
22.0,217.0,96.0
22.0,217.0,101.0
22.0,217.0,104.0
22.0,217.0,105.0
22.0,217.0,125.0
22.0,217.0,130.0
22.0,217.0,131.0
22.0,217.0,148.0
22.0,217.0,163.0
22.0,217.0,170.0
22.0,217.0,174.0
22.0,217.0,177.0
22.0,217.0,189.0
22.0,217.0,195.0
22.0,217.0,198.0
22.0,217.0,200.0
22.0,217.0,204.0
22.0,217.0,223.0
23.0,36.0,124.0
23.0,78.0,47.0
23.0,97.0,124.0
23.0,111.0,124.0
23.0,164.0,124.0
23.0,172.0,124.0
23.0,175.0,178.0
23.0,208.0,198.0
24.0,25.0,207.0
24.0,125.0,217.0
24.0,125.0,218.0
24.0,133.0,110.0
24.0,151.0,128.0
24.0,151.0,208.0
24.0,214.0,110.0
25.0,132.0,125.0
25.0,132.0,149.0
25.0,132.0,218.0
25.0,207.0,131.0
25.0,207.0,198.0
25.0,207.0,218.0
27.0,132.0,167.0
28.0,117.0,93.0
29.0,74.0,127.0
32.0,93.0,139.0
32.0,93.0,174.0
32.0,124.0,89.0
32.0,124.0,139.0
32.0,124.0,174.0
32.0,128.0,111.0
32.0,128.0,139.0
32.0,128.0,174.0
32.0,168.0,90.0
32.0,168.0,139.0
32.0,168.0,174.0
32.0,168.0,176.0
32.0,179.0,38.0
32.0,179.0,89.0
32.0,179.0,111.0
32.0,179.0,139.0
32.0,179.0,174.0
32.0,188.0,232.0
32.0,209.0,89.0
33.0,125.0,217.0
33.0,125.0,218.0
33.0,132.0,167.0
33.0,132.0,191.0
33.0,132.0,193.0
33.0,132.0,218.0
34.0,89.0
34.0,89.0,205.0
34.0,167.0,77.0
34.0,167.0,177.0
34.0,168.0,77.0
34.0,168.0,177.0
36.0,124.0
36.0,179.0,111.0
36.0,214.0
37.0,125.0,217.0
37.0,125.0,218.0
37.0,132.0,167.0
37.0,132.0,191.0
37.0,132.0,193.0
37.0,132.0,218.0
37.0,149.0,93.0
37.0,149.0,217.0
37.0,151.0,128.0
38.0,96.0,179.0
38.0,110.0,100.0
38.0,110.0,148.0
38.0,178.0,148.0
38.0,199.0,206.0
38.0,206.0
39.0,132.0,191.0
39.0,188.0,232.0
40.0,44.0,124.0
40.0,117.0,208.0
40.0,126.0,208.0
40.0,168.0
43.0,57.0
43.0,77.0,217.0
43.0,83.0,217.0
43.0,93.0,217.0
43.0,123.0,217.0
43.0,125.0,217.0
43.0,209.0,217.0
44.0,60.0,110.0
44.0,66.0,110.0
44.0,73.0
44.0,74.0,127.0
44.0,77.0,208.0
44.0,83.0,110.0
44.0,93.0,146.0
44.0,96.0,110.0
44.0,117.0,208.0
44.0,121.0,109.0
44.0,121.0,146.0
44.0,139.0,110.0
44.0,167.0,194.0
44.0,169.0,110.0
44.0,177.0,110.0
44.0,207.0,194.0
47.0,185.0,148.0
47.0,228.0,148.0
48.0,117.0,93.0
48.0,117.0,128.0
48.0,117.0,208.0
49.0,169.0,207.0
49.0,174.0,207.0
49.0,179.0,207.0
49.0,207.0
50.0,76.0,138.0
50.0,132.0,167.0
50.0,132.0,218.0
50.0,188.0,138.0
52.0,122.0
52.0,122.0,106.0
52.0,122.0,132.0
53.0,128.0
53.0,167.0,128.0
57.0,123.0,168.0
57.0,153.0,168.0
57.0,169.0,207.0
57.0,174.0,207.0
57.0,210.0,121.0
57.0,210.0,184.0
57.0,221.0
58.0,140.0,179.0
59.0,66.0,110.0
59.0,77.0,128.0
59.0,83.0,110.0
59.0,96.0,110.0
59.0,111.0,110.0
59.0,111.0,128.0
59.0,117.0,128.0
59.0,123.0,168.0
59.0,139.0,110.0
59.0,150.0,110.0
59.0,159.0,128.0
59.0,162.0,128.0
59.0,169.0,110.0
59.0,177.0,110.0
59.0,177.0,128.0
60.0,110.0,207.0
60.0,128.0,207.0
60.0,132.0,167.0
61.0,132.0,167.0
61.0,132.0,191.0
61.0,132.0,193.0
61.0,132.0,218.0
61.0,133.0,110.0
61.0,140.0,179.0
61.0,140.0,193.0
61.0,229.0,124.0
65.0,77.0,217.0
65.0,83.0,217.0
65.0,175.0,217.0
65.0,191.0,217.0
66.0,89.0,191.0
66.0,89.0,193.0
66.0,110.0
66.0,110.0,78.0
66.0,110.0,100.0
66.0,110.0,148.0
66.0,110.0,194.0
66.0,110.0,199.0
66.0,110.0,207.0
66.0,110.0,219.0
66.0,132.0,191.0
66.0,132.0,193.0
66.0,132.0,218.0
68.0,117.0,128.0
68.0,126.0,213.0
72.0,132.0,193.0
73.0,117.0,128.0
73.0,117.0,208.0
73.0,220.0,128.0
74.0,117.0
74.0,117.0,93.0
74.0,117.0,106.0
74.0,117.0,128.0
74.0,117.0,208.0
74.0,117.0,218.0
74.0,127.0,98.0
74.0,127.0,100.0
76.0,117.0
76.0,117.0,93.0
76.0,117.0,106.0
76.0,117.0,128.0
76.0,117.0,132.0
76.0,117.0,208.0
76.0,117.0,209.0
76.0,138.0
76.0,138.0,93.0
76.0,138.0,132.0
76.0,138.0,151.0
76.0,138.0,179.0
76.0,138.0,208.0
76.0,138.0,209.0
76.0,138.0,217.0
77.0,128.0
77.0,128.0,168.0
77.0,128.0,184.0
77.0,128.0,185.0
77.0,128.0,194.0
77.0,128.0,203.0
77.0,128.0,207.0
77.0,128.0,210.0
77.0,208.0
77.0,208.0,128.0
77.0,208.0,129.0
77.0,208.0,130.0
77.0,208.0,218.0
77.0,217.0
77.0,217.0,104.0
77.0,217.0,130.0
77.0,217.0,148.0
78.0,83.0,110.0
78.0,96.0,110.0
78.0,134.0
78.0,134.0,178.0
78.0,139.0,110.0
78.0,169.0,110.0
78.0,177.0,110.0
78.0,184.0
80.0,132.0,191.0
80.0,132.0,193.0
80.0,132.0,218.0
80.0,191.0
80.0,191.0,93.0
80.0,191.0,155.0
80.0,191.0,175.0
80.0,191.0,217.0
83.0,110.0
83.0,110.0,100.0
83.0,110.0,148.0
83.0,110.0,194.0
83.0,110.0,199.0
83.0,110.0,207.0
83.0,125.0,217.0
83.0,125.0,218.0
83.0,132.0,167.0
83.0,132.0,191.0
83.0,132.0,193.0
83.0,132.0,218.0
83.0,217.0
83.0,217.0,104.0
83.0,217.0,110.0
83.0,217.0,130.0
83.0,217.0,148.0
83.0,229.0,124.0
84.0,117.0,128.0
84.0,117.0,208.0
85.0,117.0,128.0
87.0,110.0,199.0
89.0,191.0,209.0
90.0,132.0,167.0
91.0,167.0
91.0,167.0,104.0
91.0,167.0,128.0
91.0,167.0,129.0
91.0,167.0,130.0
91.0,167.0,160.0
91.0,167.0,194.0
92.0,106.0,208.0
92.0,208.0
92.0,208.0,198.0
93.0,96.0,189.0
93.0,105.0,189.0
93.0,105.0,214.0
93.0,117.0
93.0,117.0,106.0
93.0,123.0,214.0
93.0,128.0,117.0
93.0,128.0,170.0
93.0,128.0,195.0
93.0,139.0,106.0
93.0,146.0,99.0
93.0,146.0,117.0
93.0,146.0,138.0
93.0,146.0,189.0
93.0,146.0,195.0
93.0,146.0,214.0
93.0,149.0
93.0,153.0,115.0
93.0,153.0,117.0
93.0,153.0,189.0
93.0,153.0,195.0
93.0,157.0,149.0
93.0,157.0,214.0
93.0,169.0,214.0
93.0,174.0,189.0
93.0,188.0,117.0
93.0,188.0,138.0
93.0,189.0
93.0,189.0,106.0
93.0,195.0
93.0,195.0,191.0
93.0,217.0,170.0
93.0,217.0,189.0
93.0,217.0,195.0
93.0,218.0,195.0
93.0,222.0,117.0
94.0,106.0,208.0
94.0,106.0,218.0
94.0,132.0,218.0
96.0,110.0
96.0,110.0,100.0
96.0,110.0,148.0
96.0,110.0,194.0
96.0,110.0,199.0
96.0,110.0,207.0
96.0,110.0,219.0
96.0,132.0,167.0
96.0,132.0,191.0
96.0,132.0,193.0
96.0,151.0,128.0
96.0,151.0,208.0
96.0,179.0
96.0,179.0,160.0
96.0,179.0,167.0
96.0,179.0,206.0
96.0,179.0,207.0
96.0,179.0,220.0
96.0,189.0,128.0
96.0,189.0,193.0
96.0,218.0,100.0
96.0,218.0,126.0
96.0,218.0,185.0
96.0,218.0,207.0
96.0,218.0,217.0
98.0,218.0,100.0
98.0,218.0,127.0
99.0,124.0,179.0
100.0,117.0,218.0
100.0,132.0,218.0
100.0,139.0,110.0
100.0,150.0,110.0
100.0,159.0,218.0
100.0,170.0,218.0
101.0,209.0,217.0
104.0,123.0,217.0
104.0,124.0,184.0
104.0,132.0,167.0
104.0,193.0,167.0
104.0,198.0,224.0
104.0,218.0,217.0
105.0,218.0,217.0
106.0,128.0,117.0
106.0,128.0,132.0
106.0,128.0,139.0
106.0,188.0,117.0
106.0,208.0,117.0
106.0,208.0,129.0
106.0,208.0,132.0
106.0,208.0,139.0
106.0,218.0,132.0
106.0,218.0,139.0
106.0,229.0,132.0
110.0,123.0,133.0
110.0,123.0,214.0
110.0,123.0,217.0
110.0,139.0
110.0,148.0,169.0
110.0,148.0,177.0
110.0,169.0
110.0,169.0,214.0
110.0,177.0
110.0,194.0,126.0
110.0,194.0,139.0
110.0,194.0,169.0
110.0,194.0,177.0
110.0,194.0,201.0
110.0,194.0,217.0
110.0,199.0,139.0
110.0,199.0,169.0
110.0,207.0,139.0
110.0,207.0,169.0
110.0,207.0,177.0
110.0,211.0,217.0
110.0,219.0,133.0
110.0,219.0,139.0
110.0,219.0,169.0
110.0,219.0,177.0
110.0,219.0,217.0
110.0,230.0,126.0
111.0,124.0,179.0
111.0,128.0
111.0,189.0,128.0
113.0,132.0,191.0
115.0,132.0,167.0
115.0,193.0,167.0
116.0,132.0,149.0
117.0,128.0
117.0,128.0,168.0
117.0,128.0,184.0
117.0,128.0,185.0
117.0,128.0,188.0
117.0,128.0,194.0
117.0,128.0,196.0
117.0,128.0,198.0
117.0,128.0,203.0
117.0,128.0,207.0
117.0,128.0,210.0
117.0,128.0,222.0
117.0,132.0,154.0
117.0,132.0,167.0
117.0,132.0,188.0
117.0,132.0,191.0
117.0,132.0,193.0
117.0,188.0
117.0,208.0
117.0,208.0,128.0
117.0,208.0,129.0
117.0,208.0,130.0
117.0,208.0,188.0
117.0,208.0,196.0
117.0,208.0,198.0
117.0,209.0,188.0
117.0,218.0,126.0
117.0,218.0,185.0
117.0,218.0,188.0
117.0,218.0,196.0
117.0,218.0,207.0
117.0,218.0,222.0
119.0,128.0,185.0
119.0,218.0,126.0
119.0,218.0,185.0
121.0,124.0,184.0
121.0,126.0,213.0
121.0,129.0,178.0
123.0,132.0,191.0
123.0,132.0,193.0
123.0,168.0
123.0,168.0,134.0
123.0,168.0,164.0
123.0,168.0,175.0
123.0,168.0,178.0
123.0,168.0,228.0
123.0,217.0
123.0,217.0,130.0
123.0,217.0,148.0
123.0,217.0,198.0
124.0,132.0,149.0
124.0,174.0,229.0
124.0,179.0,149.0
124.0,179.0,164.0
124.0,184.0,157.0
125.0,132.0
125.0,132.0,191.0
125.0,132.0,193.0
125.0,217.0
125.0,217.0,131.0
125.0,217.0,148.0
125.0,217.0,163.0
125.0,217.0,200.0
125.0,217.0,222.0
125.0,218.0,132.0
125.0,218.0,157.0
125.0,218.0,172.0
125.0,218.0,200.0
125.0,218.0,217.0
125.0,218.0,222.0
126.0,132.0,193.0
126.0,132.0,218.0
126.0,139.0,193.0
126.0,157.0,193.0
126.0,185.0,218.0
126.0,208.0,218.0
126.0,213.0,218.0
126.0,222.0,155.0
128.0,132.0,167.0
128.0,139.0,151.0
128.0,140.0
128.0,168.0,176.0
128.0,168.0,177.0
128.0,168.0,228.0
128.0,170.0
128.0,174.0,189.0
128.0,177.0
128.0,184.0,136.0
128.0,184.0,177.0
128.0,185.0,167.0
128.0,185.0,176.0
128.0,185.0,177.0
128.0,194.0
128.0,194.0,167.0
128.0,194.0,177.0
128.0,194.0,181.0
128.0,198.0,221.0
128.0,203.0,159.0
128.0,203.0,167.0
128.0,203.0,170.0
128.0,203.0,177.0
128.0,204.0,140.0
128.0,204.0,151.0
128.0,207.0,166.0
128.0,207.0,177.0
128.0,207.0,194.0
128.0,207.0,213.0
128.0,210.0,159.0
128.0,210.0,170.0
128.0,210.0,177.0
129.0,132.0,167.0
129.0,155.0,208.0
129.0,178.0,130.0
129.0,207.0,198.0
129.0,207.0,213.0
130.0,132.0,167.0
130.0,203.0,167.0
130.0,203.0,178.0
130.0,206.0,210.0
130.0,211.0,217.0
131.0,132.0,191.0
132.0,149.0
132.0,154.0,209.0
132.0,167.0,159.0
132.0,167.0,160.0
132.0,167.0,169.0
132.0,167.0,174.0
132.0,167.0,177.0
132.0,167.0,194.0
132.0,167.0,195.0
132.0,167.0,216.0
132.0,188.0,138.0
132.0,191.0,133.0
132.0,191.0,139.0
132.0,191.0,150.0
132.0,191.0,155.0
132.0,191.0,169.0
132.0,191.0,172.0
132.0,191.0,174.0
132.0,191.0,175.0
132.0,191.0,177.0
132.0,191.0,195.0
132.0,191.0,209.0
132.0,191.0,229.0
132.0,193.0
132.0,193.0,146.0
132.0,193.0,155.0
132.0,193.0,163.0
132.0,193.0,169.0
132.0,193.0,177.0
132.0,193.0,189.0
132.0,193.0,195.0
132.0,193.0,226.0
132.0,193.0,229.0
132.0,218.0
132.0,218.0,139.0
132.0,218.0,157.0
132.0,218.0,169.0
132.0,218.0,172.0
132.0,218.0,174.0
132.0,218.0,177.0
132.0,218.0,185.0
132.0,218.0,195.0
132.0,218.0,200.0
132.0,218.0,207.0
132.0,218.0,229.0
136.0,190.0
138.0,151.0,188.0
138.0,179.0,188.0
138.0,179.0,207.0
138.0,188.0
138.0,208.0,188.0
138.0,209.0,188.0
138.0,217.0,188.0
139.0,151.0,208.0
139.0,193.0,146.0
139.0,193.0,155.0
142.0,217.0,148.0
146.0,157.0,193.0
146.0,189.0,193.0
146.0,193.0
148.0,149.0,217.0
148.0,167.0,160.0
148.0,187.0,217.0
148.0,218.0,185.0
148.0,218.0,217.0
150.0,191.0
150.0,205.0,191.0
151.0,208.0
153.0,168.0,164.0
155.0,169.0,207.0
155.0,203.0,190.0
155.0,205.0,191.0
155.0,206.0,190.0
155.0,206.0,210.0
155.0,206.0,222.0
155.0,222.0
155.0,228.0,222.0
160.0,164.0,167.0
160.0,216.0,167.0
160.0,216.0,179.0
160.0,228.0,179.0
160.0,232.0,167.0
164.0,208.0,179.0
167.0,188.0,232.0
167.0,194.0
167.0,194.0,175.0
167.0,194.0,185.0
167.0,194.0,203.0
167.0,201.0,179.0
167.0,216.0
167.0,216.0,179.0
168.0,178.0,202.0
168.0,178.0,228.0
168.0,218.0,172.0
168.0,218.0,202.0
168.0,228.0
169.0,207.0
169.0,207.0,190.0
169.0,207.0,194.0
169.0,207.0,213.0
169.0,207.0,218.0
170.0,218.0,217.0
174.0,207.0,190.0
174.0,207.0,194.0
174.0,207.0,218.0
175.0,178.0,191.0
175.0,178.0,228.0
175.0,195.0,191.0
175.0,207.0,194.0
175.0,207.0,213.0
177.0,205.0,191.0
178.0,218.0,185.0
178.0,228.0
179.0,187.0,208.0
179.0,220.0,228.0
184.0,210.0
185.0,218.0
188.0,232.0
188.0,232.0,205.0
188.0,232.0,229.0
189.0,193.0
191.0,195.0
191.0,217.0,195.0
191.0,217.0,198.0
191.0,217.0,200.0
193.0,226.0
206.0,199.0
218.0,207.0
218.0,207.0,213.0
