dataset,nb_scenarios,P_dropout_pairs,P_dropout_altruistic,rep,time,miprelstop_setting,opt_val,VSS,rel_VSS
40,100,0.1,0.1,18,67.15896487236023,0.05,827.9299999999976,205.82999999999151,0.19910811019965338
40,100,0.1,0.1,19,368.87469029426575,0.05,820.500000000002,92.97999999999854,0.10178657441870483
40,100,0.1,0.1,2,265.217387676239,0.05,819.5799999999879,120.9299999999822,0.12857917512837294
40,100,0.1,0.1,20,61.70264101028442,0.05,813.3200000000064,136.5499999999987,0.14375651404928882
40,100,0.1,0.1,21,300.2960479259491,0.05,809.4500000000064,144.86999999999773,0.15180442618827764
40,100,0.1,0.1,22,246.4870069026947,0.05,805.0399999999998,136.24999999999284,0.14474816475262023
40,100,0.1,0.1,23,41.26857018470764,0.05,800.6799999999105,169.3999999999047,0.17462477321451528
40,100,0.1,0.1,24,47.41267657279968,0.05,832.8700000000018,176.37999999999272,0.17476343819667445
40,100,0.1,0.1,25,108.86823153495789,0.05,787.8800000000084,126.18000000000018,0.1380434544778231
40,100,0.1,0.1,26,312.62342739105225,0.05,784.9300000000064,141.66999999999962,0.15289229440966834
40,100,0.1,0.1,27,186.30753183364868,0.05,796.1399999999986,162.67999999999256,0.16966688220937617
40,100,0.1,0.1,28,29.2048454284668,0.05,817.3700000000064,173.55000000000007,0.17514027368505927
40,100,0.1,0.1,29,558.2467877864838,0.05,763.9400000000073,152.4900000000032,0.16639568761389462
40,100,0.1,0.1,3,100.37087559700012,0.05,801.5600000000046,180.859999999999,0.18409641497526347
40,100,0.1,0.1,4,169.7449586391449,0.05,823.1500000000067,97.7500000000016,0.10614616136388395
40,100,0.1,0.1,5,97.3786687850952,0.05,827.7500000000019,113.90999999999713,0.1209672280865676
40,100,0.1,0.1,6,276.6442003250122,0.05,769.4700000000058,163.680000000002,0.17540588329850573
40,100,0.1,0.1,7,148.74677515029907,0.05,814.2200000000067,119.63000000000022,0.12810408523852795
40,100,0.1,0.1,8,392.052093744278,0.05,795.3000000000013,162.16999999999564,0.16937345295413553
40,100,0.1,0.1,9,179.67090463638306,0.05,765.3400000000074,188.89000000000613,0.19795017972606546
40,50,0.05,0.05,0,12.892701864242554,0.05,1006.92,42.79999999999882,0.04077277750257103
40,50,0.05,0.05,1,9.7492778301239,0.05,1014.3199999999972,69.09999999999513,0.06377951302356946
40,50,0.05,0.05,10,61.52950072288513,0.05,1008.5199999999992,63.01999999999691,0.05881255016144721
40,50,0.05,0.05,11,30.076322078704838,0.05,1012.3199999999946,100.1599999999911,0.09003307924636163
40,50,0.05,0.05,12,15.947039365768433,0.05,1051.6999999999966,66.25999999999385,0.059268667930869094
40,50,0.05,0.05,13,56.32125306129456,0.05,983.0599999999916,49.37999999998851,0.04782844523651686
40,50,0.05,0.05,14,31.94732141494751,0.05,955.7399999999992,110.09999999999889,0.10329880657509484
40,50,0.05,0.05,15,75.22161722183228,0.05,1003.780000000002,24.38000000000113,0.023712262682851946
40,50,0.05,0.05,16,9.74710202217102,0.05,1036.1400000000026,85.39999999999964,0.07614530021220774
40,50,0.05,0.05,17,40.166882038116455,0.05,963.5200000000032,126.12000000000296,0.11574464960904725
40,50,0.05,0.05,18,111.35650897026062,0.05,992.9400000000122,70.5600000000087,0.06634696755995045
40,50,0.05,0.05,19,23.675652742385864,0.05,996.4800000000008,37.319999999998686,0.036099825885082905
40,50,0.05,0.05,2,103.67768287658691,0.05,973.1599999999833,126.43999999998266,0.11498726809747781
40,50,0.05,0.05,20,13.877545595169067,0.05,1033.0599999999984,60.45999999999594,0.055289340844242675
40,50,0.05,0.05,21,114.18037366867064,0.05,990.0800000000012,57.13999999999896,0.054563511010101935
40,50,0.05,0.05,22,156.04964995384216,0.05,952.9200000000028,38.76000000000056,0.039085188770571586
40,50,0.05,0.05,23,253.86012411117557,0.05,972.2600000000004,28.279999999998157,0.02826473704199552
40,50,0.05,0.05,24,30.910834074020386,0.05,1018.7399999999998,63.39999999999816,0.05858761343264113
40,50,0.05,0.05,25,28.016547679901123,0.05,1072.299999999996,-16.200000000002547,-0.015339456490865112
40,50,0.05,0.05,26,9.993154525756836,0.05,1077.4600000000066,17.440000000008013,0.01592839528724795
40,50,0.05,0.05,27,64.87296342849731,0.05,1065.8800000000003,41.17999999999893,0.03719762253174982
40,50,0.05,0.05,28,64.92479610443115,0.05,984.3599999999916,67.6799999999887,0.0643321546709155
40,50,0.05,0.05,29,65.93187117576599,0.05,1000.6599999999988,101.97999999999548,0.09248712181672712
40,50,0.05,0.05,3,66.3388466835022,0.05,994.4600000000008,45.01999999999828,0.0433101165967583
40,50,0.05,0.05,4,45.33988642692566,0.05,959.440000000003,134.8600000000016,0.12323860001827745
40,50,0.05,0.05,5,73.24461913108826,0.05,1029.960000000008,37.9200000000061,0.035509607821108735
40,50,0.05,0.05,6,20.1404242515564,0.05,995.4799999999972,141.33999999999585,0.12432926936541995
40,50,0.05,0.05,7,178.80504989624023,0.05,965.8600000000054,56.34000000000219,0.05511641557425335
40,50,0.05,0.05,8,102.42753982543944,0.05,1013.0999999999988,57.15999999999599,0.05340758320407776
40,50,0.05,0.05,9,9.642401695251465,0.05,1027.9000000000024,72.36000000000001,0.06576627342628093
40,50,0.075,0.075,0,47.33629655838013,0.05,872.9800000000018,126.04000000000237,0.12616364036756206
40,50,0.075,0.075,1,33.58184194564819,0.05,864.7800000000021,85.92000000000212,0.09037551278005862
40,50,0.075,0.075,10,63.32600545883179,0.05,915.1200000000024,111.18000000000212,0.10833089739842311
40,50,0.075,0.075,11,113.94117212295532,0.05,888.4000000000027,117.76000000000327,0.11703903951658044
40,50,0.075,0.075,12,84.26136088371277,0.05,911.0599999999976,135.47999999999763,0.12945515699351984
40,50,0.075,0.075,13,105.38777232170104,0.05,906.839999999911,185.3799999999117,0.1697277105344544
40,50,0.075,0.075,14,22.17606496810913,0.05,893.9799999999947,91.43999999999426,0.09279292078504119
40,50,0.075,0.075,15,113.6259310245514,0.05,896.7999999999963,37.21999999999446,0.03984925376329717
40,50,0.075,0.075,16,59.60085391998291,0.05,907.7599999999968,144.8799999999975,0.137634898920807
40,50,0.075,0.075,17,35.0922691822052,0.05,929.540000000002,140.20000000000175,0.13105988371006155
40,50,0.075,0.075,18,173.6440634727478,0.05,907.8399999999176,122.03999999991731,0.11849924263014804
40,50,0.075,0.075,19,35.96226453781128,0.05,898.4400000000022,109.92000000000188,0.10900868737355848
40,50,0.075,0.075,2,42.55612373352051,0.05,852.9600000000039,145.26000000000442,0.14551902386247842
40,50,0.075,0.075,20,83.16458344459534,0.05,872.5600000000019,143.68000000000222,0.14138392505707476
40,50,0.075,0.075,21,82.99549317359924,0.05,875.0200000000023,89.88000000000261,0.09314954917608266
40,50,0.075,0.075,22,34.80925631523132,0.05,938.1200000000006,88.05999999999938,0.08581340505564267
40,50,0.075,0.075,23,303.22901797294617,0.05,912.8399999998466,57.7399999998446,0.059490201734903846
40,50,0.075,0.075,24,50.493412494659424,0.05,895.7399999999964,139.71999999999616,0.13493519788306374
40,50,0.075,0.075,25,66.09360241889954,0.05,925.4000000000048,101.72000000000344,0.09903419269413763
40,50,0.075,0.075,26,53.43738198280335,0.05,955.0600000000012,128.89999999999952,0.11891582715229293
40,50,0.075,0.075,27,73.26683330535889,0.05,860.2399999999992,153.64,0.15153667100643084
40,50,0.075,0.075,28,5.564997673034668,0.05,964.4200000000058,86.10000000000309,0.08195941057762096
40,50,0.075,0.075,29,327.77758502960205,0.05,795.6600000000049,178.42000000000507,0.1831677069645237
40,50,0.075,0.075,3,16.765167474746704,0.05,884.1400000000033,111.22000000000378,0.11173846648449103
40,50,0.075,0.075,4,23.36916565895081,0.05,889.8400000000034,150.66000000000406,0.14479577126381835
40,50,0.075,0.075,5,163.8893883228302,0.05,904.0600000000044,153.04000000000428,0.14477343676095264
40,50,0.075,0.075,6,53.90955924987793,0.05,881.5600000000017,120.96000000000174,0.12065594701352725
40,50,0.075,0.075,7,118.22657060623168,0.05,947.6600000000032,82.1600000000011,0.07978093259016213
40,50,0.075,0.075,8,21.68996644020081,0.05,938.5200000000016,180.3600000000013,0.16119691119691196
40,50,0.075,0.075,9,93.73346281051636,0.05,850.1399999999958,139.0999999999957,0.14061299583518347
40,50,0.1,0.1,0,108.32238817214966,0.05,761.58,69.64000000000044,0.08378046726498448
40,50,0.1,0.1,1,15.955210208892822,0.05,867.8999999999978,106.83999999999789,0.10960871617046429
40,50,0.1,0.1,10,71.24539613723755,0.05,801.660000000002,146.80000000000268,0.15477721780570816
40,50,0.1,0.1,11,96.37522435188292,0.05,779.740000000004,127.42000000000507,0.1404603377574009
40,50,0.1,0.1,12,113.42284035682678,0.05,767.7000000000032,165.78000000000316,0.1775935210181279
40,50,0.1,0.1,13,30.788482666015625,0.05,769.2600000000073,159.74000000000774,0.17194833153929512
40,50,0.1,0.1,14,132.05266737937927,0.05,791.5199999999563,76.159999999957,0.0877742946708056
40,50,0.1,0.1,15,247.8247230052948,0.05,765.660000000001,111.8600000000016,0.12747287811104166
40,50,0.1,0.1,16,52.05467462539673,0.05,770.4200000000006,205.1200000000005,0.21026303380691747
40,50,0.1,0.1,17,113.1375470161438,0.05,804.6599999998175,160.95999999981734,0.1666908307614571
40,50,0.1,0.1,18,14.286155939102173,0.05,843.9800000000042,153.380000000005,0.15378599502687454
40,50,0.1,0.1,19,47.78913903236389,0.05,821.2000000000014,132.2200000000015,0.1386797004468137
40,50,0.1,0.1,2,247.91751837730408,0.05,735.9400000000015,162.36000000000126,0.1807414004230221
40,50,0.1,0.1,20,22.45126247406006,0.05,854.1400000000053,160.06000000000645,0.1578189706172398
40,50,0.1,0.1,21,5.511253833770752,0.05,853.2200000000014,139.92000000000155,0.14088648126145473
40,50,0.1,0.1,22,93.30373072624208,0.05,835.1600000000001,78.82000000000119,0.08623821090177146
40,50,0.1,0.1,23,14.661914587020874,0.05,808.3399999999984,173.459999999999,0.1766754939906289
40,50,0.1,0.1,24,15.837263107299805,0.05,748.7000000000002,194.95999999999992,0.20659983468622165
40,50,0.1,0.1,25,267.6762127876282,0.05,821.8199999999963,97.65999999999644,0.1062122068995489
40,50,0.1,0.1,26,23.98121690750122,0.05,826.7000000000048,185.10000000000596,0.18294129274560586
40,50,0.1,0.1,27,166.84970498085022,0.05,782.6799999999579,138.77999999995836,0.15060881644343865
40,50,0.1,0.1,28,3.7125046253204346,0.05,862.6600000000054,164.88000000000602,0.1604609066313761
40,50,0.1,0.1,29,164.23984050750732,0.05,876.6199999999964,101.89999999999634,0.10413685974737062
40,50,0.1,0.1,3,38.858134508132935,0.05,784.2999999999978,87.57999999999822,0.10044960315639609
40,50,0.1,0.1,4,118.13041019439696,0.05,815.060000000003,208.94000000000324,0.20404296875000189
40,50,0.1,0.1,5,30.013243675231934,0.05,767.5400000000002,154.4000000000001,0.1674729375013559
40,50,0.1,0.1,6,200.0222475528717,0.05,737.3000000000021,192.1000000000016,0.2066924897783525
40,50,0.1,0.1,7,22.88383364677429,0.05,789.6800000000009,148.56000000000142,0.15833901773533537
40,50,0.1,0.1,8,398.8712303638458,0.05,747.2999999999955,136.05999999999565,0.15402553885165393
40,50,0.1,0.1,9,23.431946277618408,0.05,819.1000000000008,150.78000000000156,0.15546253144719058
40,100,0.05,0.05,0,30.434101343154907,0.1,1001.550000000008,45.67000000000348,0.04361070262218347
40,100,0.05,0.05,1,14.964577436447144,0.1,1056.5100000000043,57.5599999999979,0.05166641234392613
40,100,0.05,0.05,10,45.53610706329346,0.1,920.3100000000088,-4.879999999995448,-0.005330828135406723
40,100,0.05,0.05,11,15.303348779678345,0.1,973.3100000000068,29.63000000000329,0.029543143159115194
40,100,0.05,0.05,12,15.100787162780762,0.1,933.080000000007,52.02000000000521,0.052806821642477485
40,100,0.05,0.05,13,22.80833077430725,0.1,967.3700000000094,-11.119999999997844,-0.011628758169932245
40,100,0.05,0.05,14,26.22775387763977,0.1,987.3800000000072,58.5600000000037,0.05598791517678173
40,100,0.05,0.05,15,25.83430027961731,0.1,976.2100000000072,7.94000000000176,0.008067875831937903
40,100,0.05,0.05,16,35.6090292930603,0.1,995.560000000008,5.28000000000111,0.00527556852244221
40,100,0.05,0.05,17,15.798562288284302,0.1,997.0500000000084,46.40000000000384,0.04446787100484288
40,100,0.05,0.05,18,16.183574199676514,0.1,992.610000000003,32.479999999998086,0.031685022778485845
40,100,0.05,0.05,19,16.96024513244629,0.1,992.3000000000076,9.76000000000056,0.009739935732391753
40,100,0.05,0.05,2,27.62743306159973,0.1,969.2600000000008,-5.780000000006339,-0.005999086644254549
40,100,0.05,0.05,20,19.676784992218018,0.1,1019.9900000000084,-15.139999999998397,-0.015066925411751251
40,100,0.05,0.05,21,16.946290016174316,0.1,943.0200000000004,60.00999999999885,0.059828718981484987
40,100,0.05,0.05,22,27.307183265686035,0.1,924.6100000000048,34.61000000000274,0.03608139947040561
40,100,0.05,0.05,23,13.642196655273438,0.1,984.0600000000076,2.53000000000236,0.0025643884491048305
40,100,0.05,0.05,24,36.60443592071533,0.1,949.3200000000212,51.16000000001964,0.051135454981626374
40,100,0.05,0.05,25,19.29187822341919,0.1,982.0000000000092,17.53000000000452,0.017538242974202155
40,100,0.05,0.05,26,23.43634271621704,0.1,948.6200000000116,11.280000000007249,0.011751224085849596
40,100,0.05,0.05,27,34.602550745010376,0.1,920.4699999999972,61.87999999999556,0.06299180536468267
40,100,0.05,0.05,28,49.22173523902893,0.1,968.3999999999996,-4.160000000006562,-0.004314278602844304
40,100,0.05,0.05,29,33.22381043434143,0.1,944.5500000000028,79.90000000000123,0.07799306945190192
40,100,0.05,0.05,3,21.042299032211304,0.1,969.630000000006,43.80000000000359,0.043219561291853587
40,100,0.05,0.05,4,21.084303617477417,0.1,979.2399999999968,59.75999999999556,0.057516843118379214
40,100,0.05,0.05,5,25.481759071350098,0.1,970.8699999999978,17.3499999999932,0.017556819331721034
40,100,0.05,0.05,6,131.36055541038513,0.1,936.1799999999998,-5.290000000004056,-0.005682733727942163
40,100,0.05,0.05,7,16.908166885375977,0.1,1008.1500000000036,-17.690000000004716,-0.017860388102502612
40,100,0.05,0.05,8,17.98798680305481,0.1,954.6200000000066,35.070000000003574,0.03543533833827078
40,100,0.05,0.05,9,16.523114681243896,0.1,947.8700000000066,-14.629999999998631,-0.015676567656764076
40,100,0.075,0.075,0,16.414358139038086,0.1,865.7300000000027,37.07000000000164,0.041061143110325056
40,100,0.075,0.075,1,32.51980185508728,0.1,846.5900000000162,67.28000000001396,0.07362097453687257
40,100,0.075,0.075,10,334.75088715553284,0.1,846.4200000000058,53.56000000000381,0.05951243360963937
40,100,0.075,0.075,11,44.69273543357849,0.1,851.0100000000092,68.67000000000735,0.07466727557411938
40,100,0.075,0.075,12,95.11732959747314,0.1,841.5300000000052,75.09000000000242,0.08192053413628526
40,100,0.075,0.075,13,92.81827330589294,0.1,880.6000000000018,115.14000000000031,0.11563259485407844
40,100,0.075,0.075,14,46.0251944065094,0.1,822.6099999998739,72.98999999987018,0.08149843680202215
40,100,0.075,0.075,15,72.34926748275757,0.1,864.8300000000027,74.87000000000023,0.07967436415877407
40,100,0.075,0.075,16,33.29790210723877,0.1,866.9299999999836,121.67999999998052,0.12308190287371658
40,100,0.075,0.075,17,28.03309535980225,0.1,845.2299999999955,103.82999999999254,0.1094029882199164
40,100,0.075,0.075,18,275.06223011016846,0.1,830.7200000000057,64.52000000000339,0.07207005942540853
40,100,0.075,0.075,19,92.09293270111084,0.1,837.6000000001465,126.09000000014156,0.13084083055765222
40,100,0.075,0.075,2,99.35738825798036,0.1,834.7600000000102,97.01000000000658,0.1041136761217949
40,100,0.075,0.075,20,60.38711571693421,0.1,817.4200000000036,111.63999999999804,0.12016446731104324
40,100,0.075,0.075,21,179.8816990852356,0.1,797.7100000000041,67.65999999999974,0.07818620936709088
40,100,0.075,0.075,22,163.31360626220703,0.1,857.6199999999992,40.13999999999703,0.04471128141150998
40,100,0.075,0.075,23,24.80128574371338,0.1,878.7800000000045,62.73000000000275,0.06662701405189776
40,100,0.075,0.075,24,16.49473214149475,0.1,864.1700000000043,97.85000000000127,0.10171306209850181
40,100,0.075,0.075,25,15.128185510635376,0.1,866.8600000000068,64.07000000000482,0.06882364946881508
40,100,0.075,0.075,26,42.26746082305908,0.1,855.0699999999966,66.60999999999478,0.07227020223938395
40,100,0.075,0.075,27,25.842432260513306,0.1,939.829999999998,145.11999999999637,0.1337573160053432
40,100,0.075,0.075,28,71.81300783157349,0.1,855.2200000000056,98.29000000000292,0.10308229593816745
40,100,0.075,0.075,29,20.875787258148197,0.1,894.9299999999982,87.37999999999613,0.08895358898921586
40,100,0.075,0.075,3,25.46341562271118,0.1,915.8500000000014,19.229999999999336,0.020565085340291014
40,100,0.075,0.075,4,321.04810786247253,0.1,846.1599999999981,81.30999999999608,0.087668603836239
40,100,0.075,0.075,5,118.18363118171692,0.1,851.3300000000044,56.38000000000238,0.06211234865761307
40,100,0.075,0.075,6,98.4370288848877,0.1,855.0999999999982,51.90999999999656,0.05723200405728367
40,100,0.075,0.075,7,28.547505617141724,0.1,854.3800000000058,97.62000000000272,0.10254201680672463
40,100,0.075,0.075,8,20.7890682220459,0.1,855.9800000000066,65.97000000000457,0.07155485655404716
40,100,0.075,0.075,9,16.021751403808594,0.1,947.3200000000016,74.41999999999996,0.07283653375614133
40,100,0.1,0.1,0,17.06933283805847,0.1,733.6900000000197,133.5700000000146,0.15401379055878203
40,100,0.1,0.1,1,179.05920934677124,0.1,765.9700000000072,137.650000000001,0.15233173236537456
40,100,0.1,0.1,10,30.25165629386902,0.1,797.0500000000088,143.99000000000115,0.15301156167644267
40,100,0.1,0.1,11,30.90182852745056,0.1,790.6299999999765,164.01999999997088,0.1718116587230712
40,100,0.1,0.1,12,83.86110424995422,0.1,792.5200000000001,111.58999999999344,0.1234252469279117
40,100,0.1,0.1,13,26.1205849647522,0.1,768.6300000000048,138.65999999999917,0.15282875376119937
40,100,0.1,0.1,14,63.353209495544434,0.1,787.3500000000018,125.88999999999362,0.1378498532696709
40,100,0.1,0.1,15,76.86522197723389,0.1,802.4699999999992,181.40999999999397,0.18438224173679232
40,100,0.1,0.1,16,25.755314588546756,0.1,791.3800000000081,117.96999999999969,0.12973002694232
40,100,0.1,0.1,17,64.6634271144867,0.1,804.7500000000058,99.31000000000084,0.10984890383381646
40,100,0.1,0.1,18,127.98015141487122,0.1,769.900000000006,142.6000000000006,0.15627397260273926
40,100,0.1,0.1,19,20.78855299949646,0.1,791.5500000000079,111.33000000000106,0.12330542264752786
40,100,0.1,0.1,2,95.21066784858704,0.1,775.3400000000071,114.68999999999868,0.12886082491601175
40,100,0.1,0.1,20,115.82893681526184,0.1,743.510000000004,179.0200000000043,0.19405330991946354
40,100,0.1,0.1,21,61.03905177116394,0.1,781.270000000009,70.72000000000287,0.08300566908062523
40,100,0.1,0.1,22,112.5003752708435,0.1,782.2100000000078,123.22000000000014,0.13609003456920918
40,100,0.1,0.1,23,229.13267397880557,0.1,780.8900000000068,159.89000000000124,0.16995471842513646
40,100,0.1,0.1,24,32.41090393066406,0.1,776.7300000000081,138.3500000000007,0.15118896708484436
40,100,0.1,0.1,25,123.22839522361755,0.1,833.4800000000056,129.28000000000054,0.134280609913166
40,100,0.1,0.1,26,33.049416065216064,0.1,732.3500000000066,138.83000000000447,0.15935857113340837
40,100,0.1,0.1,27,41.609150648117065,0.1,821.4199999999536,75.32999999995059,0.08400334541394885
40,100,0.1,0.1,28,25.84605121612549,0.1,822.4100000000122,122.89000000000544,0.1300010578652313
40,100,0.1,0.1,29,47.88985443115234,0.1,753.7000000000055,107.44999999999868,0.12477501016082931
40,100,0.1,0.1,3,57.22758650779724,0.1,768.2199999999849,115.94999999997664,0.13113993915195232
40,100,0.1,0.1,4,70.22258353233337,0.1,746.8999999999784,145.08999999997422,0.16265877420148425
40,100,0.1,0.1,5,90.07495045661926,0.1,775.7600000000082,124.7900000000003,0.13857087335517088
40,100,0.1,0.1,6,36.14083361625672,0.1,775.6600000000084,129.78999999999974,0.1433430890717307
40,100,0.1,0.1,7,75.20063090324402,0.1,770.7700000000117,85.3400000000048,0.09968345189286792
40,100,0.1,0.1,8,340.29238963127136,0.1,745.2900000000052,73.96999999999832,0.09028879720723336
40,100,0.1,0.1,9,28.839901208877563,0.1,844.9800000000023,102.3799999999992,0.10806873838878467
40,50,0.05,0.05,0,4.908926963806152,0.1,975.46,-9.16000000000122,-0.00947945772534537
40,50,0.05,0.05,1,21.10693573951721,0.1,986.1600000000012,25.399999999998272,0.02510973150381419
