dataset,nb_scenarios,P_dropout_pairs,P_dropout_altruistic,rep,time,miprelstop_setting,opt_val,VSS,rel_VSS
30,20,0.1,0.1,18,3.718154668807984,0.05,686.0000000000003,301.70000000000016,0.3054571226080794
30,20,0.1,0.1,19,0.7214789390563965,0.05,728.5500000000013,341.200000000001,0.3189530264080395
30,20,0.1,0.1,2,0.4191982746124267,0.05,708.1500000000016,303.2000000000014,0.29979730063776194
30,20,0.1,0.1,20,0.4034960269927978,0.05,615.2000000000003,305.10000000000025,0.33152232967510603
30,20,0.1,0.1,21,0.7481989860534668,0.05,710.6000000000009,216.6500000000006,0.23364788352655727
30,20,0.1,0.1,22,0.7004711627960205,0.05,665.8500000000005,244.3500000000003,0.26845748187211615
30,20,0.1,0.1,23,9.299063682556152,0.05,580.4000000000005,366.40000000000055,0.3869877482044784
30,20,0.1,0.1,24,0.60408616065979,0.05,611.3000000000004,268.1000000000003,0.30486695474186953
30,20,0.1,0.1,25,5.054579734802246,0.05,624.5000000000002,173.24999999999994,0.21717329990598544
30,20,0.1,0.1,26,10.15018081665039,0.05,568.7499999999989,267.5499999999989,0.3199210809518111
30,20,0.1,0.1,27,3.209666967391968,0.05,547.9,284.0499999999999,0.34142676843560305
30,20,0.1,0.1,28,23.631912231445312,0.05,580.7500000000001,231.1,0.28465849602759125
30,20,0.1,0.1,29,8.817055940628052,0.05,681.05,183.8999999999997,0.21261344586392253
30,20,0.1,0.1,3,0.9589476585388184,0.05,669.3500000000003,189.34999999999985,0.22050774426458583
30,20,0.1,0.1,4,3.869264841079712,0.05,723.8000000000014,241.50000000000097,0.2501812907904282
30,20,0.1,0.1,5,14.5851149559021,0.05,697.6999999999966,210.09999999999636,0.23143864287287724
30,20,0.1,0.1,6,0.9908015727996826,0.05,751.5500000000076,200.40000000000703,0.21051525815431898
30,20,0.1,0.1,7,9.266557455062866,0.05,701.3499999999995,210.64999999999912,0.23097587719298185
30,20,0.1,0.1,8,8.133690595626831,0.05,607.1999999999997,243.3499999999996,0.2861089883016869
30,20,0.1,0.1,9,5.008435487747192,0.05,661.6999999999994,264.1499999999992,0.28530539504239305
30,50,0.05,0.05,0,33.292848110198975,0.05,759.0800000000019,85.78000000000134,0.10153161470539618
30,50,0.05,0.05,1,5.495315313339233,0.05,763.04,165.4000000000002,0.17814829175821828
30,50,0.05,0.05,10,10.28168249130249,0.05,808.440000000002,88.82000000000369,0.09899025923367043
30,50,0.05,0.05,11,22.817333936691284,0.05,806.8600000000015,121.40000000000214,0.13078232391786962
30,50,0.05,0.05,12,52.20493936538696,0.05,831.6599999999974,74.19999999999584,0.08191111209237233
30,50,0.05,0.05,13,2.5352776050567627,0.05,807.6200000000022,159.72000000000173,0.16511257675688082
30,50,0.05,0.05,14,2.066828966140747,0.05,760.5200000000009,148.98000000000172,0.16380428807036976
30,50,0.05,0.05,15,4.113537073135376,0.05,814.2600000000016,61.200000000001296,0.06990610650401057
30,50,0.05,0.05,16,1.297809600830078,0.05,840.5799999999994,78.2399999999991,0.08515269584902291
30,50,0.05,0.05,17,0.9299161434173584,0.05,766.0799999999998,188.16000000000065,0.1971830985915499
30,50,0.05,0.05,18,1.1855175495147705,0.05,827.4599999999988,75.73999999999876,0.08385739592559673
30,50,0.05,0.05,19,91.2283856868744,0.05,789.8800000000019,108.26000000000272,0.12053800075712268
30,50,0.05,0.05,2,6.345618963241577,0.05,821.4400000000026,118.3400000000014,0.12592308838238833
30,50,0.05,0.05,20,5.003109931945801,0.05,830.4600000000024,108.3000000000028,0.11536494950786377
30,50,0.05,0.05,21,2.7273449897766118,0.05,872.2800000000086,193.36000000001025,0.18144964528359184
30,50,0.05,0.05,22,16.627629280090332,0.05,774.960000000002,116.76000000000148,0.13093796258915472
30,50,0.05,0.05,23,0.8847112655639648,0.05,791.8800000000017,165.12000000000216,0.17253918495297962
30,50,0.05,0.05,24,0.9193081855773926,0.05,780.3199999999996,103.61999999999898,0.11722515102834938
30,50,0.05,0.05,25,11.933783054351808,0.05,795.0000000000011,173.46000000000151,0.17910910104702418
30,50,0.05,0.05,26,1.5148236751556396,0.05,816.0000000000019,71.90000000000225,0.08097758756616952
30,50,0.05,0.05,27,5.258588075637817,0.05,786.4800000000029,76.86000000000354,0.08902633956494889
30,50,0.05,0.05,28,1.9721121788024905,0.05,830.6800000000021,102.60000000000264,0.10993485342019771
30,50,0.05,0.05,29,3.4574975967407227,0.05,811.200000000002,147.20000000000152,0.15358931552587748
30,50,0.05,0.05,3,23.499898195266724,0.05,761.8800000000018,104.440000000002,0.12055591467356351
30,50,0.05,0.05,4,1.7909388542175293,0.05,796.1000000000021,144.40000000000316,0.15353535353535605
30,50,0.05,0.05,5,4.398555278778076,0.05,845.3000000000006,24.45999999999981,0.028122700515084385
30,50,0.05,0.05,6,0.9956948757171632,0.05,783.6200000000013,110.1200000000024,0.12321256741334388
30,50,0.05,0.05,7,0.9570646286010742,0.05,810.1599999999992,130.4000000000009,0.13864080973037432
30,50,0.05,0.05,8,9.26423478126526,0.05,778.1000000000017,189.62000000000276,0.19594510808911864
30,50,0.05,0.05,9,13.69192671775818,0.05,779.4400000000022,129.72000000000196,0.14268115623212785
30,50,0.075,0.075,0,15.36259913444519,0.05,703.0,146.30000000000098,0.1722595078299786
30,50,0.075,0.075,1,1.917901992797852,0.05,718.1600000000027,220.0600000000033,0.2345505318582016
30,50,0.075,0.075,10,5.64050030708313,0.05,731.42,99.58000000000118,0.11983152827918296
30,50,0.075,0.075,11,26.31430053710937,0.05,711.5600000000038,155.7000000000047,0.17953093651269883
30,50,0.075,0.075,12,69.20075798034668,0.05,684.1600000000014,120.54000000000237,0.14979495464148354
30,50,0.075,0.075,13,2.697361946105957,0.05,706.7599999999986,176.18000000000018,0.19953790744558
30,50,0.075,0.075,14,7.556819677352905,0.05,713.8200000000014,113.9400000000022,0.13764859379530503
30,50,0.075,0.075,15,20.661481857299805,0.05,740.9600000000017,141.8400000000023,0.16067059356592847
30,50,0.075,0.075,16,15.622742891311646,0.05,705.440000000001,140.36000000000172,0.16594939702057374
30,50,0.075,0.075,17,49.69778752326965,0.05,726.2800000000241,113.72000000002504,0.13538095238097428
30,50,0.075,0.075,18,25.38760662078857,0.05,679.3800000000031,125.6200000000032,0.15604968944099656
30,50,0.075,0.075,19,37.736406326293945,0.05,696.0000000000034,115.28000000000372,0.14209644019327816
30,50,0.075,0.075,2,3.633087396621704,0.05,696.5800000000032,221.6400000000041,0.2413800614231909
30,50,0.075,0.075,20,57.798845291137695,0.05,727.8800000000019,126.18000000000268,0.1477413764840901
30,50,0.075,0.075,21,45.72523331642151,0.05,720.120000000002,111.40000000000248,0.13397152203194376
30,50,0.075,0.075,22,6.007635593414307,0.05,789.740000000004,79.24000000000467,0.09118736909940836
30,50,0.075,0.075,23,6.610512018203735,0.05,675.3000000000034,172.3400000000044,0.2033174460856057
30,50,0.075,0.075,24,20.72845935821533,0.05,766.6400000000018,83.98000000000263,0.09872798664503797
30,50,0.075,0.075,25,19.0344922542572,0.05,740.0400000000014,248.38000000000204,0.25128993747597295
30,50,0.075,0.075,26,19.00844025611877,0.05,731.0800000000013,160.90000000000168,0.18038521043072844
30,50,0.075,0.075,27,1.514312505722046,0.05,748.6800000000028,153.84000000000322,0.17045605637548442
30,50,0.075,0.075,28,34.41707968711853,0.05,676.2200000000024,168.68000000000353,0.19964492839389553
30,50,0.075,0.075,29,39.96856713294983,0.05,654.0800000000037,174.04000000000462,0.21016277834130667
30,50,0.075,0.075,3,1.9615826606750488,0.05,738.820000000001,182.2800000000018,0.19789382260341032
30,50,0.075,0.075,4,38.5955069065094,0.05,690.0599999999998,118.50000000000055,0.14655684179281747
30,50,0.075,0.075,5,5.723909616470337,0.05,690.200000000002,232.02000000000305,0.25158855804472013
30,50,0.075,0.075,6,0.931037425994873,0.05,706.3000000000034,138.20000000000414,0.16364712847839302
30,50,0.075,0.075,7,7.168995380401611,0.05,720.7600000000016,213.42000000000223,0.22845704253998306
30,50,0.075,0.075,8,5.700030565261841,0.05,691.8000000000023,172.10000000000275,0.199212871860171
30,50,0.075,0.075,9,6.056277751922607,0.05,780.2399999999993,104.57999999999902,0.11819353088763727
30,50,0.1,0.1,0,43.252031087875366,0.05,583.9800000000001,156.20000000000095,0.21102974952038792
30,50,0.1,0.1,1,5.805821180343628,0.05,632.6400000000014,230.14000000000232,0.26674239087600704
30,50,0.1,0.1,10,31.091917753219604,0.05,621.0600000000027,194.0400000000033,0.23805668016194562
30,50,0.1,0.1,11,4.316905736923218,0.05,633.0200000000038,202.04000000000465,0.2419466864656463
30,50,0.1,0.1,12,27.628064155578613,0.05,668.9400000000026,72.46000000000333,0.09773401672511836
30,50,0.1,0.1,13,2.220309019088745,0.05,644.3600000000027,165.5200000000039,0.20437595693189428
30,50,0.1,0.1,14,9.8561429977417,0.05,602.9800000000021,229.1400000000025,0.2753689371725247
30,50,0.1,0.1,15,1.1727800369262695,0.05,686.9600000000031,223.72000000000395,0.2456625818070038
30,50,0.1,0.1,16,30.719789266586304,0.05,609.6600000000013,178.60000000000252,0.22657498794814104
30,50,0.1,0.1,17,57.24226498603821,0.05,605.6000000000005,181.24000000000143,0.23033907783030982
30,50,0.1,0.1,18,13.900071382522585,0.05,622.5200000000033,222.90000000000435,0.2636559343285022
30,50,0.1,0.1,19,8.49035120010376,0.05,670.2200000000018,162.3000000000028,0.19495027146495206
30,50,0.1,0.1,2,9.6920325756073,0.05,582.2000000000011,175.32000000000215,0.23143943394234004
30,50,0.1,0.1,20,10.417594194412231,0.05,683.4400000000023,199.68000000000347,0.22610743726787091
30,50,0.1,0.1,21,7.449898719787598,0.05,628.6400000000026,274.16000000000315,0.3036774479397446
30,50,0.1,0.1,22,2.0804240703582764,0.05,662.6200000000028,190.660000000004,0.22344365272829844
30,50,0.1,0.1,23,6.609137058258057,0.05,650.2200000000015,190.08000000000263,0.22620492681185492
30,50,0.1,0.1,24,29.831193208694454,0.05,697.5800000000022,176.50000000000364,0.20192659710781904
30,50,0.1,0.1,25,21.21152210235596,0.05,608.2600000000014,177.1600000000023,0.22556084642611782
30,50,0.1,0.1,26,9.055045366287231,0.05,621.3200000000027,171.14000000000357,0.2159604270247107
30,50,0.1,0.1,27,4.506189346313477,0.05,696.3000000000031,169.86000000000445,0.1961069548351378
30,50,0.1,0.1,28,3.7162911891937256,0.05,642.8600000000024,226.2000000000026,0.26028122339079157
30,50,0.1,0.1,29,6.068211317062378,0.05,631.5800000000028,208.3400000000036,0.248047433088868
30,50,0.1,0.1,3,4.749118089675903,0.05,670.7200000000018,241.82000000000303,0.2649966028886424
30,50,0.1,0.1,4,4.842675685882568,0.05,616.840000000002,229.7200000000024,0.2713570213570228
30,50,0.1,0.1,5,55.62720370292664,0.05,662.5000000000027,180.4400000000037,0.214060312715024
30,50,0.1,0.1,6,2.5645601749420166,0.05,652.3600000000022,179.28000000000333,0.21557404646241418
30,50,0.1,0.1,7,27.51438617706299,0.05,639.0000000000026,229.5400000000033,0.26428258917263653
