file_name,time_taken,VSS_list,opt_val_list
Dataset30.xlsx,800.053463935852,"[202.49999999999886, 180.89000000000112, 207.39999999999907, 191.1399999999976, 210.8900000000013, 172.59999999999593, 202.6499999999901, 188.85999999999643, 161.41999999999803, 225.35999999999683, 182.65999999999792, 206.12999999999556, 222.95000000000664, 162.3899999999967, 171.59999999999877, 195.24999999998158, 216.2000000000075, 120.76999999999816, 208.0599999999974, 171.9899999999983, 156.66999999999803, 179.06000000000074, 201.4499999999693, 158.41999999999666, 165.55999999999722, 223.61999999999688, 244.15999999999917, 155.07999999999947, 168.30999999999506, 198.96999999999616]","[700.5500000000015, 711.4400000000018, 668.1400000000002, 679.6299999999997, 680.4800000000041, 688.8499999999981, 627.0799999999921, 685.6899999999988, 738.0400000000008, 668.9999999999961, 674.5000000000003, 648.1799999999964, 723.8900000000069, 675.959999999999, 710.2400000000015, 658.9199999999842, 666.6700000000083, 719.5700000000021, 664.4299999999985, 686.4700000000005, 709.3400000000016, 700.6800000000014, 701.2999999999715, 673.0199999999991, 687.41, 673.1099999999975, 670.1999999999981, 667.8200000000021, 677.9999999999978, 662.3899999999974]"
Dataset40.xlsx,6014.11971116066,"[152.6999999999823, 124.70999999999174, 183.63999999995156, 170.49999999999022, 97.59000000000242, 165.58000000000538, 113.38999999999726, 189.36999999998784, 86.1299999999992, 147.3999999999952, 132.13999999994655, 170.80999999986102, 123.80999999999824, 125.95000000003029, 166.02999999999543, 153.49999999999875, 124.67999999999279, 153.8699999999344, 146.75999999999158, 143.55999999999267, 136.9699999999932, 97.36000000000195, 131.73999999999262, 111.51000000000181, 149.340000000013, 129.07999999999674, 117.4299999999455, 114.29999999999666, 104.06999999999732, 128.87999999988324]","[791.5599999999896, 788.0199999999996, 816.3199999999565, 835.759999999998, 812.9100000000075, 828.5800000000133, 847.4600000000011, 854.6999999999971, 813.8600000000032, 846.8300000000016, 866.5799999999501, 797.6399999998667, 831.5000000000034, 836.8500000000353, 813.0500000000021, 833.5200000000061, 803.31, 836.5499999999406, 821.4299999999996, 819.3199999999997, 824.8699999999991, 837.820000000006, 837.2699999999991, 852.2300000000047, 828.94000000002, 870.5099999999999, 831.6199999999502, 834.6900000000009, 841.5400000000019, 870.3299999998862]"
